datetime,cause,corridor,station,type,priority,closure_prob,exp_duration_min,impact_index,tier
2024-02-09 21:35:10.199+00,construction,Non-corridor,Ashok Nagar,unplanned,Low,0.45864661654135336,422.6809411205462,38.34462605104581,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-24 16:40:51.822+00,construction,Non-corridor,R.T. Nagar,unplanned,Low,0.45864661654135336,422.6809411205462,38.34462605104581,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-11-20 12:05:46+00,construction,Non-corridor,High ground,planned,Low,0.45864661654135336,422.6809411205462,38.34462605104581,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-20 12:05:46+00,construction,Non-corridor,High ground,planned,Low,0.45864661654135336,422.6809411205462,38.34462605104581,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-23 03:05:08.184+00,construction,Non-corridor,R.T. Nagar,planned,Low,0.45864661654135336,422.6809411205462,38.34462605104581,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-12 17:05:46+00,construction,Non-corridor,Chikkabanavara,planned,Low,0.4358974358974359,422.6809411205462,36.442706810178464,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-12-19 00:56:15.062+00,construction,Non-corridor,Mico Layout,unplanned,Low,0.4358974358974359,422.6809411205462,36.442706810178464,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-10 12:05:46+00,construction,Non-corridor,Upparpet,planned,Low,0.4358974358974359,422.6809411205462,36.442706810178464,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-11-12 12:05:46+00,construction,Non-corridor,Sheshadripuram,planned,Low,0.4358974358974359,422.6809411205462,36.442706810178464,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-11-12 12:05:46+00,construction,Non-corridor,Sheshadripuram,planned,Low,0.4358974358974359,422.6809411205462,36.442706810178464,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-05 23:27:26.016+00,construction,ORR North 1,K.G. Halli,planned,High,0.7333333333333333,248.2203962008422,36.00414794215014,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-10 23:05:41.889+00,construction,ORR North 1,K.G. Halli,planned,High,0.7333333333333333,248.2203962008422,36.00414794215014,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-31 11:38:29.829+00,construction,Varthur Road,HAL Old Airport,planned,High,0.7333333333333333,248.2203962008422,36.00414794215014,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-11 01:42:25.209+00,road_conditions,Non-corridor,Hennuru,unplanned,Low,0.38,478.89672994202135,35.99474615490557,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-02 06:52:05.522+00,road_conditions,Non-corridor,Wilson Garden,unplanned,Low,0.38,478.89672994202135,35.99474615490557,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 07:20:26.579+00,tree_fall,IRR(Thanisandra road),Jeevanbheemanagar,unplanned,High,0.7333333333333333,238.45751550804243,34.58805077130882,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-05 08:10:44.744+00,construction,Non-corridor,No Police Station,unplanned,Low,0.38,422.6809411205462,31.76946558393205,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-20 03:31:53.938+00,construction,Non-corridor,No Police Station,unplanned,Low,0.38,422.6809411205462,31.76946558393205,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-03 01:26:00.118+00,construction,Non-corridor,High ground,unplanned,Low,0.38,422.6809411205462,31.76946558393205,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 05:21:22.094+00,water_logging,Mysore Road,Chamarajpet,unplanned,High,0.5,309.45035797270344,30.603749658096092,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-21 21:43:47.126+00,road_conditions,Non-corridor,Kamakshipalya,unplanned,Low,0.3191489361702128,478.89672994202135,30.230749850144655,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-05 09:21:13.787+00,water_logging,Hosur Road,HSR Layout,unplanned,High,0.45864661654135336,309.45035797270344,28.072612468328746,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-05 09:15:31.187+00,water_logging,Hosur Road,HSR Layout,unplanned,High,0.45864661654135336,309.45035797270344,28.072612468328746,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 06:54:02.433+00,water_logging,Mysore Road,Halasuru Gate,unplanned,High,0.45864661654135336,309.45035797270344,28.072612468328746,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-25 08:43:30.119+00,water_logging,Bellary Road 2,Kodigehalli,unplanned,High,0.45864661654135336,309.45035797270344,28.072612468328746,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-26 04:48:15.987+00,water_logging,Mysore Road,Chamarajpet,unplanned,High,0.45864661654135336,309.45035797270344,28.072612468328746,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-13 02:01:27.901+00,others,Mysore Road,Kengeri,unplanned,High,0.7333333333333333,190.0664585626732,27.568970953515127,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-03 10:16:05.969+00,tree_fall,Non-corridor,Peenya,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-03 06:52:20.474+00,tree_fall,Non-corridor,Banaswadi,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-25 00:53:19.534+00,tree_fall,Non-corridor,Jayanagara,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 06:41:17.269+00,tree_fall,Non-corridor,Pulikeshinagar(F.Town),unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 07:40:27.096+00,tree_fall,Non-corridor,Rajajinagar,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-08 00:28:29.411+00,tree_fall,Non-corridor,R.T. Nagar,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 22:08:18.693+00,tree_fall,Non-corridor,Chamarajpet,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-05 08:59:30.64+00,tree_fall,Non-corridor,Wilson Garden,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 21:17:00.312+00,tree_fall,Non-corridor,Pulikeshinagar(F.Town),unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-05 21:04:33.462+00,tree_fall,Non-corridor,Jayanagara,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 07:07:41.135+00,tree_fall,Non-corridor,Sadashivanagar,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-23 10:54:09.828+00,tree_fall,Non-corridor,City Market,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 07:08:07.506+00,tree_fall,Non-corridor,Jeevanbheemanagar,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-30 17:40:41.169+00,tree_fall,Non-corridor,Sadashivanagar,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-04 21:07:50.847+00,tree_fall,Non-corridor,Banaswadi,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-10 18:51:33.457+00,tree_fall,Non-corridor,Upparpet,unplanned,Low,0.45864661654135336,297.58287308261697,26.99602200491577,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-24 16:34:45.322+00,construction,Non-corridor,R.T. Nagar,unplanned,Low,0.3191489361702128,422.6809411205462,26.68208195738974,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-02 05:20:44.073+00,water_logging,Bannerghata Road,J.P. Nagar,unplanned,High,0.4358974358974359,309.45035797270344,26.680192009622232,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-22 19:00:41.556+00,water_logging,Bellary Road 1,Hebbala,unplanned,High,0.4358974358974359,309.45035797270344,26.680192009622232,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 06:43:01.987+00,water_logging,Mysore Road,Byatarayanapura,unplanned,High,0.4358974358974359,309.45035797270344,26.680192009622232,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 07:09:22.808+00,water_logging,Mysore Road,Halasuru Gate,unplanned,High,0.4358974358974359,309.45035797270344,26.680192009622232,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-05 22:33:44.33+00,road_conditions,Non-corridor,Mahadevapura,unplanned,Low,0.2727272727272727,478.89672994202135,25.8335498719418,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-20 03:59:55.101+00,tree_fall,Non-corridor,Adugodi,unplanned,Low,0.4358974358974359,297.58287308261697,25.657001157257064,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-09 18:04:10.839+00,tree_fall,Non-corridor,Mico Layout,unplanned,Low,0.4358974358974359,297.58287308261697,25.657001157257064,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 07:50:49.317+00,tree_fall,Non-corridor,Kengeri,planned,Low,0.4358974358974359,297.58287308261697,25.657001157257064,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 06:44:05.302+00,water_logging,Non-corridor,R.T. Nagar,unplanned,Low,0.45864661654135336,280.23586069585895,25.422341627206485,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 07:18:14.022+00,water_logging,Non-corridor,Wilson Garden,unplanned,Low,0.45864661654135336,280.23586069585895,25.422341627206485,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 07:14:31.068+00,water_logging,Non-corridor,Cubbon Park,unplanned,Low,0.45864661654135336,280.23586069585895,25.422341627206485,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-09 06:58:24.95+00,water_logging,Non-corridor,High ground,unplanned,Low,0.45864661654135336,280.23586069585895,25.422341627206485,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-11 19:15:41.862+00,water_logging,Non-corridor,K.R. Pura,unplanned,Low,0.45864661654135336,280.23586069585895,25.422341627206485,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 07:19:13.236+00,water_logging,Non-corridor,Chamarajpet,unplanned,Low,0.45864661654135336,280.23586069585895,25.422341627206485,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 06:38:49.384+00,water_logging,Non-corridor,Chamarajpet,unplanned,Low,0.4358974358974359,280.23586069585895,24.161376384663246,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-26 04:45:01.257+00,water_logging,Mysore Road,Halasuru Gate,unplanned,High,0.38,309.45035797270344,23.25884974015303,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-26 04:43:46.232+00,water_logging,Mysore Road,Halasuru Gate,unplanned,High,0.38,309.45035797270344,23.25884974015303,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 06:59:48.235+00,water_logging,Mysore Road,Chamarajpet,unplanned,High,0.38,309.45035797270344,23.25884974015303,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-22 19:03:11.145+00,water_logging,Bellary Road 1,Hebbala,unplanned,High,0.38,309.45035797270344,23.25884974015303,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-26 05:15:48.808+00,water_logging,Mysore Road,Chamarajpet,unplanned,High,0.38,309.45035797270344,23.25884974015303,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 20:27:25.289+00,water_logging,CBD 2,Cubbon Park,unplanned,High,0.38,309.45035797270344,23.25884974015303,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-24 08:01:10.414+00,water_logging,Bellary Road 1,Kodigehalli,unplanned,High,0.38,309.45035797270344,23.25884974015303,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-13 20:03:19.155+00,construction,Non-corridor,Hennuru,unplanned,Low,0.2727272727272727,422.6809411205462,22.801051854496684,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-07 11:05:46+00,construction,Varthur Road,HAL Old Airport,planned,High,0.45864661654135336,248.2203962008422,22.51797359334749,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-01 21:49:04.635+00,construction,ORR East 1,HAL Old Airport,planned,High,0.45864661654135336,248.2203962008422,22.51797359334749,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 22:38:57.997+00,construction,ORR North 1,Hennuru,unplanned,High,0.45864661654135336,248.2203962008422,22.51797359334749,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-12-27 20:00:58.162+00,construction,Airport New South Road,Hennuru,planned,High,0.45864661654135336,248.2203962008422,22.51797359334749,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-12-22 23:04:20.364+00,construction,Bellary Road 1,Kodigehalli,planned,High,0.45864661654135336,248.2203962008422,22.51797359334749,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-27 20:01:01.314+00,pot_holes,Varthur Road,HAL Old Airport,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-03 05:56:04.051+00,pot_holes,Magadi Road,Kamakshipalya,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-12 01:28:29.653+00,pot_holes,Bellary Road 1,Kodigehalli,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-13 02:21:15.366+00,pot_holes,Old Airport Road,Halasur,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-20 07:56:10.351+00,pot_holes,CBD 2,Cubbon Park,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-04 06:19:37.879+00,pot_holes,ORR North 1,K.G. Halli,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-30 00:51:13.071+00,pot_holes,IRR(Thanisandra road),Jeevanbheemanagar,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-20 07:57:55.499+00,pot_holes,CBD 2,Cubbon Park,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-11 00:21:25.468+00,pot_holes,CBD 2,Shivajinagar,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-15 08:05:47.324+00,pot_holes,CBD 2,Shivajinagar,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-12-17 00:56:59.327+00,pot_holes,Tumkur Road,Yeshwanthpura,unplanned,High,0.2251748251748251,505.57588764427703,22.51748251748251,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 05:34:13.63+00,tree_fall,Non-corridor,Vijayanagara,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 08:21:55.888+00,tree_fall,Non-corridor,Pulikeshinagar(F.Town),unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 06:20:17.386+00,tree_fall,Non-corridor,High ground,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-08 07:07:56.737+00,tree_fall,Non-corridor,Jnanabharathi,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-09 06:34:21.3+00,tree_fall,Non-corridor,Basavanagudi,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-09 06:59:25.466+00,tree_fall,Non-corridor,J.P. Nagar,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 06:19:45.098+00,tree_fall,Non-corridor,Pulikeshinagar(F.Town),unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-09 07:31:35.491+00,tree_fall,Non-corridor,Jayanagara,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-09 06:40:39.61+00,tree_fall,Non-corridor,J.P. Nagar,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-03 07:55:49.96+00,tree_fall,Non-corridor,Mahadevapura,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 22:45:45.594+00,tree_fall,Non-corridor,Pulikeshinagar(F.Town),unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 08:06:48.098+00,tree_fall,Non-corridor,Wilson Garden,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 08:38:27.649+00,tree_fall,Non-corridor,Basavanagudi,unplanned,Low,0.38,297.58287308261697,22.366868067679395,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-07 09:40:42.13+00,tree_fall,ORR West 1,J.P. Nagar,unplanned,High,0.45864661654135336,238.45751550804243,21.632307898665463,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-06 22:50:22.873+00,tree_fall,Bannerghata Road,Jayanagara,unplanned,High,0.45864661654135336,238.45751550804243,21.632307898665463,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 08:15:00.692+00,tree_fall,West of Chord Road,Rajajinagar,unplanned,High,0.45864661654135336,238.45751550804243,21.632307898665463,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 06:37:35.915+00,tree_fall,ORR North 1,Banaswadi,unplanned,High,0.45864661654135336,238.45751550804243,21.632307898665463,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 21:34:37.863+00,tree_fall,Mysore Road,Chamarajpet,unplanned,High,0.45864661654135336,238.45751550804243,21.632307898665463,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-08 20:25:49.408+00,construction,ORR East 2,HAL Old Airport,unplanned,High,0.4358974358974359,248.2203962008422,21.401066958620714,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-14 19:46:40.535+00,construction,Hennur Main Road,K.G. Halli,unplanned,High,0.4358974358974359,248.2203962008422,21.401066958620714,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-12-13 21:05:46+00,construction,Airport New South Road,Pulikeshinagar(F.Town),planned,High,0.4358974358974359,248.2203962008422,21.401066958620714,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-01 11:31:41.249+00,construction,Mysore Road,City Market,planned,High,0.4358974358974359,248.2203962008422,21.401066958620714,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-12 23:32:42.047+00,construction,Bellary Road 1,Kodigehalli,planned,High,0.4358974358974359,248.2203962008422,21.401066958620714,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-08 03:28:54.362+00,construction,ORR North 1,Hennuru,unplanned,High,0.4358974358974359,248.2203962008422,21.401066958620714,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-04-07 02:11:19.53+00,road_conditions,Non-corridor,Banashankari,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-15 00:32:50.155+00,road_conditions,Non-corridor,Banashankari,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-29 02:20:46.957+00,road_conditions,Non-corridor,Pulikeshinagar(F.Town),unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-07 22:23:25.651+00,road_conditions,Non-corridor,Upparpet,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 07:06:22.665+00,road_conditions,Non-corridor,Magadi Road,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2023-12-16 04:12:42.71+00,road_conditions,Non-corridor,Hennuru,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 07:08:23.543+00,road_conditions,Non-corridor,Chamarajpet,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-16 03:40:03.074+00,road_conditions,Non-corridor,Hennuru,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-02-16 03:41:29.209+00,road_conditions,Non-corridor,Hennuru,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-02 22:07:28.28+00,road_conditions,Non-corridor,Mahadevapura,unplanned,Low,0.2251748251748251,478.89672994202135,21.329238612218603,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-26 05:00:36.512+00,water_logging,Non-corridor,Sheshadripuram,unplanned,Low,0.38,280.23586069585895,21.063035177688786,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-01-24 07:01:44.219+00,water_logging,Non-corridor,Wilson Garden,unplanned,Low,0.38,280.23586069585895,21.063035177688786,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-13 05:24:50.517+00,pot_holes,Bannerghata Road,J.P. Nagar,unplanned,High,0.21052631578947367,505.57588764427703,21.052631578947366,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-29 07:07:59.688+00,tree_fall,West of Chord Road,Rajajinagar,unplanned,High,0.4358974358974359,238.45751550804243,20.559330878050698,TIER 4 - DEPLOY: barricading + diversion + max personnel
2024-03-07 22:16:53.889+00,tree_fall,Mysore Road,Chamarajpet,unplanned,High,0.4358974358974359,238.45751550804243,20.559330878050698,TIER 4 - DEPLOY: barricading + diversion + max personnel
